"","Ajellomyces_dermatitidis","Paracoccidioides_lutzii","Talaromyces_stipitatus","Aspergillus_terreus","Aspergillus_oryzae","Aspergillus_niger","Penicillium_digitatum","Fonsecaea_erecta","Endocarpon_pusillum","Marssonina_brunnea","Diplodia_corticola","Leptosphaeria_maculans","Setosphaeria_turcica","Selaginella_moellendorffii","Zymoseptoria_tritici","Pseudocercospora_fijiensis","Grosmannia_clavigera","Eutypa_lata","Colletotrichum_graminicola","Verticillium_alfalfae","Fusarium_oxysporum","Atta_colombica","Pochonia_chlamydosporia","Chaetomium_thermophilum","Thielavia_terrestris","Aphanomyces_astaci","Neurospora_crassa","Sugiyamaella_lignohabitans","Metschnikowia_bicuspidata","Lodderomyces_elongisporus","Candida_tropicalis","Candida_albicans","Spathaspora_passalidarum","Kuraishia_capsulata","Pichia_kudriavzevii","Ogataea_parapolymorpha","Tetrapisispora_blattae","Tetrapisispora_phaffii","Kazachstania_africana","Lachancea_thermotolerans","Lachancea_lanzarotensis","Kluyveromyces_marxianus","Kluyveromyces_lactis","Eremothecium_cymbalariae","Kazachstania_naganishii","Candida_glabrata","Vanderwaltozyma_polyspora","Zygosaccharomyces_rouxii","Torulaspora_delbrueckii","Naumovozyma_dairenensis","Drosophila_ficusphila","Saccharomyces_cerevisiae","Saccharomyces_paradoxus","Saccharomyces_bayanus","Saccharomyces_mikatae","Naumovozyma_castellii","Pneumocystis_murina","Pneumocystis_jirovecii","Lobosporangium_transversale","Emiliania_huxleyi","Capsaspora_owczarzaki","Salpingoeca_rosetta","Cryptosporidium_muris","Eimeria_tenella","Trypanosoma_brucei","Babesia_microti","Babesia_bovis","Babesia_bigemina","Babesia_equi","Theileria_orientalis","Theileria_parva","Theileria_annulata","Plasmodium_yoelii","Plasmodium_berghei","Amphimedon_queenslandica","Malassezia_pachydermatis","Malassezia_globosa","Kalmanozyma_brasiliensis","Ustilago_maydis","Mixia_osmundae","Cryptococcus_neoformans","Cryptococcus_gattii","Trichosporon_asahii","Heterobasidion_irregulare","Gloeophyllum_trabeum","Dichomitus_squalens","Coniophora_puteana","Serpula_lacrymans","Helobdella_robusta","Phycomyces_blakesleeanus","Dictyostelium_discoideum","Phytophthora_sojae","Phaeodactylum_tricornutum","Strongylocentrotus_purpuratus","Crassostrea_gigas","Caenorhabditis_elegans","Loa_loa","Tinamus_guttatus","Camponotus_floridanus","Trachymyrmex_zeteki","Trachymyrmex_cornetzi","Papilio_machaon","Dufourea_novaeangliae","Drosophila_mojavensis","Drosophila_melanogaster","Anopheles_gambiae","Oryza_brachyantha","Branchiostoma_floridae","Taeniopygia_guttata","Nothobranchius_furzeri","Xiphophorus_maculatus","Oreochromis_niloticus","Gallus_gallus","Anas_platyrhynchos","Alligator_sinensis","Monodelphis_domestica","Macaca_mulatta","Ailuropoda_melanoleuca","Gorilla_gorilla","Equus_caballus","Cavia_porcellus","Canis_lupus","Erinaceus_europaeus","Heterocephalus_glaber","Tupaia_chinensis","Pan_troglodytes","Oryctolagus_cuniculus","Nomascus_leucogenys","Myotis_lucifugus","Mus_musculus","Coccomyxa_subellipsoidea","Chlorella_variabilis","Micromonas_pusilla","Micromonas_commoda","Ostreococcus_tauri","Ostreococcus_lucimarinus","Glycine_max","Cajanus_cajan","Phaseolus_vulgaris","Habropoda_laboriosa","Eutrema_salsugineum","Brassica_rapa","Brassica_napus","Arabidopsis_thaliana","Arabidopsis_lyrata","Daucus_carota","Agrilus_planipennis","Spinacia_oleracea","Larimichthys_crocea","Capsicum_annuum","Solanum_tuberosum","Solanum_lycopersicum","Prunus_persica","Zea_mays","Musa_acuminata","Gossypium_raimondii","Gossypium_arboreum","Cucumis_sativus","Populus_trichocarpa","Citrus_sinensis","Citrus_clementina","Morus_notabilis"
"Trachymyrmex_cornetzi",0.324553,0.325604,0.336278,0.344376,0.343977,0.344566,0.344848,0.330765,0.327735,0.304142,0.31772,0.485276,0.346535,0.303713,0.309806,0.322012,0.348748,0.356133,0.35993,0.378492,0.355364,0.37333,0.355118,0.35206,0.347273,0.417038,0.354626,0.297707,0.359609,0.321224,0.319111,0.318184,0.323153,0.342173,0.369103,0.33096,0.332991,0.330107,0.325376,0.331353,0.33153,0.335349,0.336138,0.332944,0.327506,0.330798,0.328036,0.330726,0.327006,0.325432,0.328509,0.3299,0.329928,0.329918,0.329924,0.326971,0.294238,0.298482,0.279071,0.349254,0.331041,0.45153,0.350979,0.415618,1.111703,0.376218,0.484844,0.425333,0.395656,0.395244,0.394936,0.396479,0.552847,0.550076,0.377513,0.337216,0.347141,0.377565,0.376094,0.401599,0.331034,0.331817,0.32041,0.298044,0.301924,0.305361,0.312027,0.315674,0.435587,0.435581,0.686655,0.376725,0.34921,0.159292,0.145602,0.48432,0.233557,0.234722,0.023708,0.023534,0,0.097518,0.20318,0.23628,0.203211,0.365701,0.176483,0.187254,0.18685,0.194378,0.19756,0.191731,0.201314,0.20887,0.207095,0.199407,0.208807,0.208804,0.277618,0.211931,0.211062,0.208801,0.298875,0.474519,0.295191,0.209612,0.20881,0.208804,0.210013,0.213942,0.361324,0.385733,0.341883,0.342251,0.335421,0.334576,0.345411,0.356648,0.351333,0.345293,0.357696,0.376437,0.400622,0.357828,0.357759,0.356722,0.362142,0.363148,0.36142,0.361426,0.438809,0.444835,0.354663,0.371571,0.37311,0.356395,0.36351,0.359712,0.370693,0.361054,0.356785,0.354669
"Papilio_machaon",0.359819,0.36087,0.371544,0.379642,0.379243,0.379832,0.380114,0.366031,0.363001,0.339408,0.352986,0.520542,0.381801,0.338979,0.345072,0.357278,0.384014,0.391399,0.395196,0.413758,0.39063,0.408596,0.390384,0.387326,0.382539,0.452304,0.389892,0.332973,0.394875,0.35649,0.354377,0.35345,0.358419,0.377439,0.404369,0.366226,0.368257,0.365373,0.360642,0.366619,0.366796,0.370615,0.371404,0.36821,0.362772,0.366064,0.363302,0.365992,0.362272,0.360698,0.363775,0.365166,0.365194,0.365184,0.36519,0.362237,0.329504,0.333748,0.314337,0.38452,0.366307,0.486796,0.386245,0.450884,1.146969,0.411484,0.52011,0.460599,0.430922,0.43051,0.430202,0.431745,0.588113,0.585342,0.412779,0.372482,0.382407,0.412831,0.41136,0.436865,0.3663,0.367083,0.355676,0.33331,0.33719,0.340627,0.347293,0.35094,0.470853,0.470847,0.721921,0.411991,0.384476,0.194558,0.180868,0.519586,0.268823,0.269988,0.07621,0.076036,0.097518,0,0.238446,0.271546,0.238477,0.400967,0.211749,0.22252,0.222116,0.229644,0.232826,0.226997,0.23658,0.244136,0.242361,0.234673,0.244073,0.24407,0.312884,0.247197,0.246328,0.244067,0.334141,0.509785,0.330457,0.244878,0.244076,0.24407,0.245279,0.249208,0.39659,0.420999,0.377149,0.377517,0.370687,0.369842,0.380677,0.391914,0.386599,0.380559,0.392962,0.411703,0.435888,0.393094,0.393025,0.391988,0.397408,0.398414,0.396686,0.396692,0.474075,0.480101,0.389929,0.406837,0.408376,0.391661,0.398776,0.394978,0.405959,0.39632,0.392051,0.389935
"Dufourea_novaeangliae",0.465481,0.466532,0.477206,0.485304,0.484905,0.485494,0.485776,0.471693,0.468663,0.44507,0.458648,0.626204,0.487463,0.444641,0.450734,0.46294,0.489676,0.497061,0.500858,0.51942,0.496292,0.514258,0.496046,0.492988,0.488201,0.557966,0.495554,0.438635,0.500537,0.462152,0.460039,0.459112,0.464081,0.483101,0.510031,0.471888,0.473919,0.471035,0.466304,0.472281,0.472458,0.476277,0.477066,0.473872,0.468434,0.471726,0.468964,0.471654,0.467934,0.46636,0.469437,0.470828,0.470856,0.470846,0.470852,0.467899,0.435166,0.43941,0.419999,0.490182,0.471969,0.592458,0.491907,0.556546,1.252631,0.517146,0.625772,0.566261,0.536584,0.536172,0.535864,0.537407,0.693775,0.691004,0.518441,0.478144,0.488069,0.518493,0.517022,0.542527,0.471962,0.472745,0.461338,0.438972,0.442852,0.446289,0.452955,0.456602,0.576515,0.576509,0.827583,0.517653,0.490138,0.30022,0.28653,0.625248,0.374485,0.37565,0.181872,0.181698,0.20318,0.238446,0,0.03483,0.001761,0.224371,0.277679,0.328182,0.327778,0.335306,0.338488,0.332659,0.342242,0.349798,0.348023,0.340335,0.349735,0.349732,0.418546,0.352859,0.35199,0.349729,0.439803,0.615447,0.436119,0.35054,0.349738,0.349732,0.350941,0.35487,0.502252,0.526661,0.482811,0.483179,0.476349,0.475504,0.486339,0.497576,0.492261,0.486221,0.498624,0.517365,0.54155,0.498756,0.498687,0.49765,0.50307,0.504076,0.502348,0.502354,0.579737,0.585763,0.495591,0.512499,0.514038,0.497323,0.504438,0.50064,0.511621,0.501982,0.497713,0.495597
"Drosophila_mojavensis",0.498581,0.499632,0.510306,0.518404,0.518005,0.518594,0.518876,0.504793,0.501763,0.47817,0.491748,0.659304,0.520563,0.477741,0.483834,0.49604,0.522776,0.530161,0.533958,0.55252,0.529392,0.547358,0.529146,0.526088,0.521301,0.591066,0.528654,0.471735,0.533637,0.495252,0.493139,0.492212,0.497181,0.516201,0.543131,0.504988,0.507019,0.504135,0.499404,0.505381,0.505558,0.509377,0.510166,0.506972,0.501534,0.504826,0.502064,0.504754,0.501034,0.49946,0.502537,0.503928,0.503956,0.503946,0.503952,0.500999,0.468266,0.47251,0.453099,0.523282,0.505069,0.625558,0.525007,0.589646,1.285731,0.550246,0.658872,0.599361,0.569684,0.569272,0.568964,0.570507,0.726875,0.724104,0.551541,0.511244,0.521169,0.551593,0.550122,0.575627,0.505062,0.505845,0.494438,0.472072,0.475952,0.479389,0.486055,0.489702,0.609615,0.609609,0.860683,0.550753,0.523238,0.33332,0.31963,0.658348,0.407585,0.40875,0.214972,0.214798,0.23628,0.271546,0.03483,0,0.034861,0.257471,0.310779,0.361282,0.360878,0.368406,0.371588,0.365759,0.375342,0.382898,0.381123,0.373435,0.382835,0.382832,0.451646,0.385959,0.38509,0.382829,0.472903,0.648547,0.469219,0.38364,0.382838,0.382832,0.384041,0.38797,0.535352,0.559761,0.515911,0.516279,0.509449,0.508604,0.519439,0.530676,0.525361,0.519321,0.531724,0.550465,0.57465,0.531856,0.531787,0.53075,0.53617,0.537176,0.535448,0.535454,0.612837,0.618863,0.528691,0.545599,0.547138,0.530423,0.537538,0.53374,0.544721,0.535082,0.530813,0.528697
"Drosophila_melanogaster",0.465512,0.466563,0.477237,0.485335,0.484936,0.485525,0.485807,0.471724,0.468694,0.445101,0.458679,0.626235,0.487494,0.444672,0.450765,0.462971,0.489707,0.497092,0.500889,0.519451,0.496323,0.514289,0.496077,0.493019,0.488232,0.557997,0.495585,0.438666,0.500568,0.462183,0.46007,0.459143,0.464112,0.483132,0.510062,0.471919,0.47395,0.471066,0.466335,0.472312,0.472489,0.476308,0.477097,0.473903,0.468465,0.471757,0.468995,0.471685,0.467965,0.466391,0.469468,0.470859,0.470887,0.470877,0.470883,0.46793,0.435197,0.439441,0.42003,0.490213,0.472,0.592489,0.491938,0.556577,1.252662,0.517177,0.625803,0.566292,0.536615,0.536203,0.535895,0.537438,0.693806,0.691035,0.518472,0.478175,0.4881,0.518524,0.517053,0.542558,0.471993,0.472776,0.461369,0.439003,0.442883,0.44632,0.452986,0.456633,0.576546,0.57654,0.827614,0.517684,0.490169,0.300251,0.286561,0.625279,0.374516,0.375681,0.181903,0.181729,0.203211,0.238477,0.001761,0.034861,0,0.224402,0.27771,0.328213,0.327809,0.335337,0.338519,0.33269,0.342273,0.349829,0.348054,0.340366,0.349766,0.349763,0.418577,0.35289,0.352021,0.34976,0.439834,0.615478,0.43615,0.350571,0.349769,0.349763,0.350972,0.354901,0.502283,0.526692,0.482842,0.48321,0.47638,0.475535,0.48637,0.497607,0.492292,0.486252,0.498655,0.517396,0.541581,0.498787,0.498718,0.497681,0.503101,0.504107,0.502379,0.502385,0.579768,0.585794,0.495622,0.51253,0.514069,0.497354,0.504469,0.500671,0.511652,0.502013,0.497744,0.495628
"Anopheles_gambiae",0.628002,0.629053,0.639727,0.647825,0.647426,0.648015,0.648297,0.634214,0.631184,0.607591,0.621169,0.788725,0.649984,0.607162,0.613255,0.625461,0.652197,0.659582,0.663379,0.681941,0.658813,0.676779,0.658567,0.655509,0.650722,0.720487,0.658075,0.601156,0.663058,0.624673,0.62256,0.621633,0.626602,0.645622,0.672552,0.634409,0.63644,0.633556,0.628825,0.634802,0.634979,0.638798,0.639587,0.636393,0.630955,0.634247,0.631485,0.634175,0.630455,0.628881,0.631958,0.633349,0.633377,0.633367,0.633373,0.63042,0.597687,0.601931,0.58252,0.652703,0.63449,0.754979,0.654428,0.719067,1.415152,0.679667,0.788293,0.728782,0.699105,0.698693,0.698385,0.699928,0.856296,0.853525,0.680962,0.640665,0.65059,0.681014,0.679543,0.705048,0.634483,0.635266,0.623859,0.601493,0.605373,0.60881,0.615476,0.619123,0.739036,0.73903,0.990104,0.680174,0.652659,0.462741,0.449051,0.787769,0.537006,0.538171,0.344393,0.344219,0.365701,0.400967,0.224371,0.257471,0.224402,0,0.4402,0.490703,0.490299,0.497827,0.501009,0.49518,0.504763,0.512319,0.510544,0.502856,0.512256,0.512253,0.581067,0.51538,0.514511,0.51225,0.602324,0.777968,0.59864,0.513061,0.512259,0.512253,0.513462,0.517391,0.664773,0.689182,0.645332,0.6457,0.63887,0.638025,0.64886,0.660097,0.654782,0.648742,0.661145,0.679886,0.704071,0.661277,0.661208,0.660171,0.665591,0.666597,0.664869,0.664875,0.742258,0.748284,0.658112,0.67502,0.676559,0.659844,0.666959,0.663161,0.674142,0.664503,0.660234,0.658118
"Oryza_brachyantha",0.438784,0.439835,0.450509,0.458607,0.458208,0.458797,0.459079,0.444996,0.441966,0.418373,0.431951,0.599507,0.460766,0.417944,0.424037,0.436243,0.462979,0.470364,0.474161,0.492723,0.469595,0.487561,0.469349,0.466291,0.461504,0.531269,0.468857,0.411938,0.47384,0.435455,0.433342,0.432415,0.437384,0.456404,0.483334,0.445191,0.447222,0.444338,0.439607,0.445584,0.445761,0.44958,0.450369,0.447175,0.441737,0.445029,0.442267,0.444957,0.441237,0.439663,0.44274,0.444131,0.444159,0.444149,0.444155,0.441202,0.408469,0.412713,0.393302,0.463485,0.445272,0.565761,0.46521,0.529849,1.225934,0.490449,0.599075,0.539564,0.509887,0.509475,0.509167,0.51071,0.667078,0.664307,0.491744,0.451447,0.461372,0.491796,0.490325,0.51583,0.445265,0.446048,0.434641,0.412275,0.416155,0.419592,0.426258,0.429905,0.549818,0.549812,0.800886,0.490956,0.463441,0.273523,0.259833,0.598551,0.347788,0.348953,0.155175,0.155001,0.176483,0.211749,0.277679,0.310779,0.27771,0.4402,0,0.301485,0.301081,0.308609,0.311791,0.305962,0.315545,0.323101,0.321326,0.313638,0.323038,0.323035,0.391849,0.326162,0.325293,0.323032,0.413106,0.58875,0.409422,0.323843,0.323041,0.323035,0.324244,0.328173,0.475555,0.499964,0.456114,0.456482,0.449652,0.448807,0.459642,0.470879,0.465564,0.459524,0.471927,0.490668,0.514853,0.472059,0.47199,0.470953,0.476373,0.477379,0.475651,0.475657,0.55304,0.559066,0.468894,0.485802,0.487341,0.470626,0.477741,0.473943,0.484924,0.475285,0.471016,0.4689
"Branchiostoma_floridae",0.330697,0.331748,0.342422,0.35052,0.350121,0.35071,0.350992,0.336909,0.333879,0.310286,0.323864,0.49142,0.352679,0.309857,0.31595,0.328156,0.354892,0.362277,0.366074,0.384636,0.361508,0.379474,0.361262,0.358204,0.353417,0.423182,0.36077,0.303851,0.365753,0.327368,0.325255,0.324328,0.329297,0.348317,0.375247,0.337104,0.339135,0.336251,0.33152,0.337497,0.337674,0.341493,0.342282,0.339088,0.33365,0.336942,0.33418,0.33687,0.33315,0.331576,0.334653,0.336044,0.336072,0.336062,0.336068,0.333115,0.300382,0.304626,0.285215,0.355398,0.337185,0.457674,0.357123,0.421762,1.117847,0.382362,0.490988,0.431477,0.4018,0.401388,0.40108,0.402623,0.558991,0.55622,0.383657,0.34336,0.353285,0.383709,0.382238,0.407743,0.337178,0.337961,0.326554,0.304188,0.308068,0.311505,0.318171,0.321818,0.441731,0.441725,0.692799,0.382869,0.355354,0.165436,0.186642,0.550506,0.299743,0.300908,0.165946,0.165772,0.187254,0.22252,0.328182,0.361282,0.328213,0.490703,0.301485,0,0.160116,0.167644,0.170826,0.164997,0.17458,0.182136,0.180361,0.172673,0.182073,0.18207,0.250884,0.185197,0.184328,0.182067,0.272141,0.447785,0.268457,0.182878,0.182076,0.18207,0.183279,0.187208,0.367468,0.391877,0.348027,0.348395,0.341565,0.34072,0.351555,0.362792,0.357477,0.351437,0.36384,0.382581,0.406766,0.363972,0.363903,0.362866,0.368286,0.369292,0.367564,0.36757,0.444953,0.450979,0.360807,0.377715,0.379254,0.362539,0.369654,0.365856,0.376837,0.367198,0.362929,0.360813
"Taeniopygia_guttata",0.330293,0.331344,0.342018,0.350116,0.349717,0.350306,0.350588,0.336505,0.333475,0.309882,0.32346,0.491016,0.352275,0.309453,0.315546,0.327752,0.354488,0.361873,0.36567,0.384232,0.361104,0.37907,0.360858,0.3578,0.353013,0.422778,0.360366,0.303447,0.365349,0.326964,0.324851,0.323924,0.328893,0.347913,0.374843,0.3367,0.338731,0.335847,0.331116,0.337093,0.33727,0.341089,0.341878,0.338684,0.333246,0.336538,0.333776,0.336466,0.332746,0.331172,0.334249,0.33564,0.335668,0.335658,0.335664,0.332711,0.299978,0.304222,0.284811,0.354994,0.336781,0.45727,0.356719,0.421358,1.117443,0.381958,0.490584,0.431073,0.401396,0.400984,0.400676,0.402219,0.558587,0.555816,0.383253,0.342956,0.352881,0.383305,0.381834,0.407339,0.336774,0.337557,0.32615,0.303784,0.307664,0.311101,0.317767,0.321414,0.441327,0.441321,0.692395,0.382465,0.35495,0.165032,0.186238,0.550102,0.299339,0.300504,0.165542,0.165368,0.18685,0.222116,0.327778,0.360878,0.327809,0.490299,0.301081,0.160116,0,0.081176,0.084358,0.078529,0.088112,0.095668,0.093893,0.086205,0.095605,0.095602,0.164416,0.098729,0.09786,0.095599,0.185673,0.361317,0.181989,0.09641,0.095608,0.095602,0.096811,0.10074,0.367064,0.391473,0.347623,0.347991,0.341161,0.340316,0.351151,0.362388,0.357073,0.351033,0.363436,0.382177,0.406362,0.363568,0.363499,0.362462,0.367882,0.368888,0.36716,0.367166,0.444549,0.450575,0.360403,0.377311,0.37885,0.362135,0.36925,0.365452,0.376433,0.366794,0.362525,0.360409
"Nothobranchius_furzeri",0.337821,0.338872,0.349546,0.357644,0.357245,0.357834,0.358116,0.344033,0.341003,0.31741,0.330988,0.498544,0.359803,0.316981,0.323074,0.33528,0.362016,0.369401,0.373198,0.39176,0.368632,0.386598,0.368386,0.365328,0.360541,0.430306,0.367894,0.310975,0.372877,0.334492,0.332379,0.331452,0.336421,0.355441,0.382371,0.344228,0.346259,0.343375,0.338644,0.344621,0.344798,0.348617,0.349406,0.346212,0.340774,0.344066,0.341304,0.343994,0.340274,0.3387,0.341777,0.343168,0.343196,0.343186,0.343192,0.340239,0.307506,0.31175,0.292339,0.362522,0.344309,0.464798,0.364247,0.428886,1.124971,0.389486,0.498112,0.438601,0.408924,0.408512,0.408204,0.409747,0.566115,0.563344,0.390781,0.350484,0.360409,0.390833,0.389362,0.414867,0.344302,0.345085,0.333678,0.311312,0.315192,0.318629,0.325295,0.328942,0.448855,0.448849,0.699923,0.389993,0.362478,0.17256,0.193766,0.55763,0.306867,0.308032,0.17307,0.172896,0.194378,0.229644,0.335306,0.368406,0.335337,0.497827,0.308609,0.167644,0.081176,0,0.011756,0.009735,0.051994,0.05955,0.057775,0.050087,0.059487,0.059484,0.128298,0.062611,0.061742,0.059481,0.149555,0.325199,0.145871,0.060292,0.05949,0.059484,0.060693,0.064622,0.374592,0.399001,0.355151,0.355519,0.348689,0.347844,0.358679,0.369916,0.364601,0.358561,0.370964,0.389705,0.41389,0.371096,0.371027,0.36999,0.37541,0.376416,0.374688,0.374694,0.452077,0.458103,0.367931,0.384839,0.386378,0.369663,0.376778,0.37298,0.383961,0.374322,0.370053,0.367937
"Xiphophorus_maculatus",0.341003,0.342054,0.352728,0.360826,0.360427,0.361016,0.361298,0.347215,0.344185,0.320592,0.33417,0.501726,0.362985,0.320163,0.326256,0.338462,0.365198,0.372583,0.37638,0.394942,0.371814,0.38978,0.371568,0.36851,0.363723,0.433488,0.371076,0.314157,0.376059,0.337674,0.335561,0.334634,0.339603,0.358623,0.385553,0.34741,0.349441,0.346557,0.341826,0.347803,0.34798,0.351799,0.352588,0.349394,0.343956,0.347248,0.344486,0.347176,0.343456,0.341882,0.344959,0.34635,0.346378,0.346368,0.346374,0.343421,0.310688,0.314932,0.295521,0.365704,0.347491,0.46798,0.367429,0.432068,1.128153,0.392668,0.501294,0.441783,0.412106,0.411694,0.411386,0.412929,0.569297,0.566526,0.393963,0.353666,0.363591,0.394015,0.392544,0.418049,0.347484,0.348267,0.33686,0.314494,0.318374,0.321811,0.328477,0.332124,0.452037,0.452031,0.703105,0.393175,0.36566,0.175742,0.196948,0.560812,0.310049,0.311214,0.176252,0.176078,0.19756,0.232826,0.338488,0.371588,0.338519,0.501009,0.311791,0.170826,0.084358,0.011756,0,0.012917,0.055176,0.062732,0.060957,0.053269,0.062669,0.062666,0.13148,0.065793,0.064924,0.062663,0.152737,0.328381,0.149053,0.063474,0.062672,0.062666,0.063875,0.067804,0.377774,0.402183,0.358333,0.358701,0.351871,0.351026,0.361861,0.373098,0.367783,0.361743,0.374146,0.392887,0.417072,0.374278,0.374209,0.373172,0.378592,0.379598,0.37787,0.377876,0.455259,0.461285,0.371113,0.388021,0.38956,0.372845,0.37996,0.376162,0.387143,0.377504,0.373235,0.371119
"Oreochromis_niloticus",0.335174,0.336225,0.346899,0.354997,0.354598,0.355187,0.355469,0.341386,0.338356,0.314763,0.328341,0.495897,0.357156,0.314334,0.320427,0.332633,0.359369,0.366754,0.370551,0.389113,0.365985,0.383951,0.365739,0.362681,0.357894,0.427659,0.365247,0.308328,0.37023,0.331845,0.329732,0.328805,0.333774,0.352794,0.379724,0.341581,0.343612,0.340728,0.335997,0.341974,0.342151,0.34597,0.346759,0.343565,0.338127,0.341419,0.338657,0.341347,0.337627,0.336053,0.33913,0.340521,0.340549,0.340539,0.340545,0.337592,0.304859,0.309103,0.289692,0.359875,0.341662,0.462151,0.3616,0.426239,1.122324,0.386839,0.495465,0.435954,0.406277,0.405865,0.405557,0.4071,0.563468,0.560697,0.388134,0.347837,0.357762,0.388186,0.386715,0.41222,0.341655,0.342438,0.331031,0.308665,0.312545,0.315982,0.322648,0.326295,0.446208,0.446202,0.697276,0.387346,0.359831,0.169913,0.191119,0.554983,0.30422,0.305385,0.170423,0.170249,0.191731,0.226997,0.332659,0.365759,0.33269,0.49518,0.305962,0.164997,0.078529,0.009735,0.012917,0,0.049347,0.056903,0.055128,0.04744,0.05684,0.056837,0.125651,0.059964,0.059095,0.056834,0.146908,0.322552,0.143224,0.057645,0.056843,0.056837,0.058046,0.061975,0.371945,0.396354,0.352504,0.352872,0.346042,0.345197,0.356032,0.367269,0.361954,0.355914,0.368317,0.387058,0.411243,0.368449,0.36838,0.367343,0.372763,0.373769,0.372041,0.372047,0.44943,0.455456,0.365284,0.382192,0.383731,0.367016,0.374131,0.370333,0.381314,0.371675,0.367406,0.36529
"Gallus_gallus",0.344757,0.345808,0.356482,0.36458,0.364181,0.36477,0.365052,0.350969,0.347939,0.324346,0.337924,0.50548,0.366739,0.323917,0.33001,0.342216,0.368952,0.376337,0.380134,0.398696,0.375568,0.393534,0.375322,0.372264,0.367477,0.437242,0.37483,0.317911,0.379813,0.341428,0.339315,0.338388,0.343357,0.362377,0.389307,0.351164,0.353195,0.350311,0.34558,0.351557,0.351734,0.355553,0.356342,0.353148,0.34771,0.351002,0.34824,0.35093,0.34721,0.345636,0.348713,0.350104,0.350132,0.350122,0.350128,0.347175,0.314442,0.318686,0.299275,0.369458,0.351245,0.471734,0.371183,0.435822,1.131907,0.396422,0.505048,0.445537,0.41586,0.415448,0.41514,0.416683,0.573051,0.57028,0.397717,0.35742,0.367345,0.397769,0.396298,0.421803,0.351238,0.352021,0.340614,0.318248,0.322128,0.325565,0.332231,0.335878,0.455791,0.455785,0.706859,0.396929,0.369414,0.179496,0.200702,0.564566,0.313803,0.314968,0.180006,0.179832,0.201314,0.23658,0.342242,0.375342,0.342273,0.504763,0.315545,0.17458,0.088112,0.051994,0.055176,0.049347,0,0.010252,0.026435,0.026495,0.035895,0.035892,0.104706,0.039019,0.03815,0.035889,0.125963,0.301607,0.122279,0.0367,0.035898,0.035892,0.037101,0.04103,0.381528,0.405937,0.362087,0.362455,0.355625,0.35478,0.365615,0.376852,0.371537,0.365497,0.3779,0.396641,0.420826,0.378032,0.377963,0.376926,0.382346,0.383352,0.381624,0.38163,0.459013,0.465039,0.374867,0.391775,0.393314,0.376599,0.383714,0.379916,0.390897,0.381258,0.376989,0.374873
"Anas_platyrhynchos",0.352313,0.353364,0.364038,0.372136,0.371737,0.372326,0.372608,0.358525,0.355495,0.331902,0.34548,0.513036,0.374295,0.331473,0.337566,0.349772,0.376508,0.383893,0.38769,0.406252,0.383124,0.40109,0.382878,0.37982,0.375033,0.444798,0.382386,0.325467,0.387369,0.348984,0.346871,0.345944,0.350913,0.369933,0.396863,0.35872,0.360751,0.357867,0.353136,0.359113,0.35929,0.363109,0.363898,0.360704,0.355266,0.358558,0.355796,0.358486,0.354766,0.353192,0.356269,0.35766,0.357688,0.357678,0.357684,0.354731,0.321998,0.326242,0.306831,0.377014,0.358801,0.47929,0.378739,0.443378,1.139463,0.403978,0.512604,0.453093,0.423416,0.423004,0.422696,0.424239,0.580607,0.577836,0.405273,0.364976,0.374901,0.405325,0.403854,0.429359,0.358794,0.359577,0.34817,0.325804,0.329684,0.333121,0.339787,0.343434,0.463347,0.463341,0.714415,0.404485,0.37697,0.187052,0.208258,0.572122,0.321359,0.322524,0.187562,0.187388,0.20887,0.244136,0.349798,0.382898,0.349829,0.512319,0.323101,0.182136,0.095668,0.05955,0.062732,0.056903,0.010252,0,0.033991,0.034051,0.043451,0.043448,0.112262,0.046575,0.045706,0.043445,0.133519,0.309163,0.129835,0.044256,0.043454,0.043448,0.044657,0.048586,0.389084,0.413493,0.369643,0.370011,0.363181,0.362336,0.373171,0.384408,0.379093,0.373053,0.385456,0.404197,0.428382,0.385588,0.385519,0.384482,0.389902,0.390908,0.38918,0.389186,0.466569,0.472595,0.382423,0.399331,0.40087,0.384155,0.39127,0.387472,0.398453,0.388814,0.384545,0.382429
