	Heterocephalus_glaber	Bos_taurus	Sus_scrofa	Pongo_abelii	Loxodonta_africana	Balaenoptera_acutorostrata	Delphinapterus_leucas	Tursiops_truncatus	Cavia_porcellus	Oryctolagus_cuniculus	Felis_catus	Ailuropoda_melanoleuca	Canis_lupus	Homo_sapiens	Pan_troglodytes	Pan_paniscus	Papio_anubis	Macaca_mulatta	Macaca_fascicularis	Macaca_nemestrina	Mandrillus_leucophaeus	Cercocebus_atys	Pteropus_alecto	Nomascus_leucogenys	Aotus_nancymaae	Ursus_maritimus	Rattus_norvegicus	Mus_musculus	Meleagris_gallopavo	Gallus_gallus	Anas_platyrhynchos	Manacus_vitellinus	Anolis_carolinensis	Alligator_mississippiensis	Alligator_sinensis	Xenopus_tropicalis	Nothobranchius_furzeri	Oryzias_latipes	Salmo_salar	Oncorhynchus_mykiss	Oreochromis_niloticus	Astyanax_mexicanus	Taeniopygia_guttata	Branchiostoma_floridae	Strongylocentrotus_purpuratus	Crassostrea_gigas	Cebus_capucinus	Tinamus_guttatus	Loa_loa	Strongyloides_ratti	Brugia_malayi	Caenorhabditis_elegans	Caenorhabditis_remanei	Zootermopsis_nevadensis	Oryza_brachyantha	Capsaspora_owczarzaki	Guillardia_theta	Auxenochlorella_protothecoides	Micromonas_pusilla	Micromonas_commoda	Ostreococcus_tauri	Ostreococcus_sp.	Physcomitrella_patens	Selaginella_moellendorffii	Habropoda_laboriosa	Cicer_arietinum	Cajanus_cajan	Eutrema_salsugineum	Arabidopsis_lyrata	Brassica_napus	Arabidopsis_thaliana	Rosa_chinensis	Prunus_persica	Populus_trichocarpa	Eucalyptus_grandis	Cucumis_sativus	Helianthus_annuus	Erythranthe_guttata	Nicotiana_attenuata	Solanum_tuberosum	Nicotiana_tabacum	Solanum_lycopersicum	Capsicum_annuum	Spinacia_oleracea	Gossypium_hirsutum	Gossypium_raimondii	Morus_notabilis	Citrus_clementina	Citrus_sinensis	Musa_acuminata	Setaria_italica	Sorghum_bicolor	Zea_mays	Oryza_sativa	Brachypodium_distachyon	Cyanidioschyzon_merolae	Emiliania_huxleyi	Physeter_catodon	Theileria_parva	Theileria_annulata	Theileria_equi	Cryptosporidium_muris	Cryptosporidium_parvum	Thalassiosira_pseudonana	Phytophthora_parasitica	Phytophthora_infestans	Aphanomyces_invadans	Aphanomyces_astaci	Lobosporangium_transversale	Batrachochytrium_dendrobatidis	Rhizophagus_irregularis	Helobdella_robusta	Phycomyces_blakesleeanus	Wallemia_ichthyophaga	Malassezia_pachydermatis	Malassezia_globosa	Pseudozyma_hubeiensis	Kalmanozyma_brasiliensis	Kockovaella_imperatae	Cryptococcus_neoformans	Cryptococcus_gattii	Mixia_osmundae	Rhodotorula_graminis	Melampsora_larici-populina	Heterobasidion_irregulare	Dictyostelium_purpureum	Postia_placenta	Schizosaccharomyces_japonicus	Pneumocystis_jirovecii	Pneumocystis_murina	Tuber_melanosporum	Marssonina_brunnea	Sclerotinia_sclerotiorum	Leptosphaeria_maculans	Bipolaris_zeicola	Parastagonospora_nodorum	Fonsecaea_erecta	Coccidioides_immitis	Uncinocarpus_reesii	Trichophyton_benhamiae	Nannizzia_gypsea	Microsporum_canis	Talaromyces_stipitatus	Aspergillus_terreus	Aspergillus_clavatus	Aspergillus_fumigatus	Aspergillus_thermomutatus	Aspergillus_novofumigatus	Aspergillus_niger	Aspergillus_sclerotioniger	Aspergillus_heteromorphus	Aspergillus_eucalypticola	Aspergillus_oryzae	Aspergillus_nomius	Pestalotiopsis_fici	Aspergillus_bombycis	Histoplasma_capsulatum	Blastomyces_gilchristii	Paracoccidioides_brasiliensis	Paracoccidioides_lutzii	Sordaria_macrospora	Neurospora_crassa	Thermothelomyces_thermophila	Chaetomium_globosum	Chaetomium_thermophilum	Thielavia_terrestris	Grosmannia_clavigera	Pochonia_chlamydosporia	Trichoderma_atroviride	Trichoderma_reesei	Trichoderma_virens	Fusarium_venenatum	Fusarium_graminearum	Fusarium_oxysporum	Fusarium_verticillioides	Colletotrichum_higginsianum	Colletotrichum_graminicola	Colletotrichum_orchidophilum	Verticillium_dahliae	Verticillium_alfalfae	Amborella_trichopoda	Baudoinia_panamericana	Zymoseptoria_tritici	Lucilia_cuprina	Candida_auris	Candida_haemulonis	Candida_pseudohaemulonis	Clavispora_lusitaniae	Metschnikowia_bicuspidata	Scheffersomyces_stipitis	Meyerozyma_guilliermondii	Talaromyces_marneffei	Candida_albicans	Candida_viswanathii	Candida_tropicalis	Lodderomyces_elongisporus	Spathaspora_passalidarum	Wickerhamomyces_anomalus	Tetrapisispora_blattae	Vanderwaltozyma_polyspora	Tetrapisispora_phaffii	Kluyveromyces_marxianus	Eremothecium_sinecaudum	Eremothecium_cymbalariae	Eremothecium_gossypii	Lachancea_thermotolerans	Lachancea_lanzarotensis	Naumovozyma_dairenensis	Kazachstania_naganishii	Kazachstania_africana	Saccharomyces_cerevisiae	Drosophila_ficusphila	Naumovozyma_castellii	Kuraishia_capsulata	Ogataea_parapolymorpha	Dipodomys_ordii
Habropoda_laboriosa	0.54902	0.48633	0.48523	0.48739	0.49384	0.48444	0.57512	0.5834	0.48367	0.48137	0.48137	0.48137	0.48137	0.48365	0.4839	0.48368	0.48553	0.48137	0.48136	0.52302	0.53954	0.53772	0.48207	0.48137	0.48767	0.54079	0.48213	0.48696	0.46983	0.46957	0.47881	0.48634	0.46085	0.55048	0.47074	0.46002	0.45614	0.45665	0.45453	0.46426	0.45568	0.54682	0.45104	0.43602	0.40967	0.40322	0.55414	0.55716	0.55412	0.91194	0.78347	0.78347	0.78344	0.69365	0.48157	0.2048	0.16959	0.1623	0.13101	0.13163	0.12737	0.12662	0.07385	0.08682	0.0	0.00977	0.02108	0.01087	0.01389	0.01151	0.01146	0.01292	0.01275	0.04026	0.01001	0.01079	0.01883	0.0224	0.0255	0.02615	0.02849	0.11071	0.02619	0.02784	0.0123	0.01375	0.01131	0.01136	0.01292	0.02692	0.0203	0.02291	0.03026	0.02403	0.02535	0.24478	0.20867	0.25074	0.27011	0.26904	0.27703	0.23321	0.26279	0.25853	0.24573	0.25027	0.23794	0.23794	0.16836	0.24629	0.22146	0.35603	0.35603	0.26696	0.24421	0.25365	0.30617	0.30617	0.25183	0.25503	0.25579	0.32571	0.33366	0.34046	0.22899	0.22813	0.22919	0.20828	0.21617	0.21299	0.21367	0.22905	0.22915	0.24519	0.26887	0.24356	0.26681	0.25519	0.25762	0.26389	0.26971	0.26518	0.27656	0.28248	0.29007	0.28579	0.28577	0.28577	0.28578	0.28909	0.28828	0.28613	0.28169	0.28329	0.28419	0.28328	0.25779	0.25454	0.25864	0.25699	0.29043	0.29695	0.28344	0.28728	0.29468	0.28974	0.29255	0.28593	0.29695	0.29754	0.29597	0.28887	0.28887	0.29041	0.29051	0.28719	0.29183	0.28711	0.31267	0.31182	0.23329	0.24718	0.24233	0.39656	0.27036	0.26881	0.26881	0.26513	0.2835	0.24117	0.24596	0.24587	0.24797	0.25102	0.25197	0.25366	0.25067	0.26182	0.28818	0.27505	0.27855	0.28194	0.27822	0.27931	0.27769	0.27671	0.27749	0.2728	0.2783	0.27667	0.27746	0.27747	0.27586	0.28191	0.26931	0.48366
Cicer_arietinum	0.55665	0.49397	0.49287	0.49503	0.50148	0.49208	0.58276	0.59104	0.49131	0.48901	0.48901	0.48901	0.48901	0.49129	0.49153	0.49132	0.49317	0.48901	0.489	0.53066	0.54718	0.54536	0.48971	0.48901	0.49531	0.54842	0.48977	0.49459	0.47747	0.47721	0.48645	0.49398	0.46849	0.55811	0.47837	0.46766	0.46378	0.46429	0.46217	0.4719	0.46332	0.55445	0.45867	0.44366	0.41731	0.41086	0.56177	0.56479	0.56176	0.91958	0.7911	0.79111	0.79108	0.70129	0.48921	0.21244	0.17723	0.16994	0.13865	0.13926	0.13501	0.13426	0.08148	0.09446	0.00977	0.0	0.01589	0.01851	0.02153	0.01915	0.0191	0.02056	0.02039	0.04789	0.01765	0.01843	0.02647	0.03004	0.03314	0.03379	0.03613	0.11835	0.03383	0.03548	0.01994	0.02139	0.01895	0.01899	0.02056	0.03456	0.02794	0.03055	0.0379	0.03167	0.03299	0.25242	0.21631	0.25838	0.27775	0.27668	0.28467	0.24085	0.27042	0.26617	0.25336	0.2579	0.24558	0.24558	0.176	0.25393	0.22909	0.36367	0.36367	0.2746	0.25185	0.26128	0.31381	0.31381	0.25947	0.26267	0.26343	0.33335	0.3413	0.3481	0.23663	0.23577	0.23683	0.21592	0.22381	0.22063	0.22131	0.23668	0.23679	0.25283	0.27651	0.2512	0.27445	0.26283	0.26526	0.27153	0.27735	0.27282	0.2842	0.29012	0.2977	0.29343	0.2934	0.29341	0.29342	0.29672	0.29592	0.29377	0.28933	0.29093	0.29183	0.29092	0.26543	0.26218	0.26628	0.26463	0.29806	0.30459	0.29108	0.29492	0.30232	0.29737	0.30018	0.29357	0.30459	0.30518	0.30361	0.29651	0.29651	0.29805	0.29814	0.29483	0.29947	0.29475	0.32031	0.31946	0.24093	0.25482	0.24997	0.4042	0.27799	0.27645	0.27645	0.27277	0.29113	0.24881	0.2536	0.25351	0.25561	0.25866	0.2596	0.2613	0.25831	0.26946	0.29582	0.28269	0.28618	0.28957	0.28586	0.28695	0.28533	0.28435	0.28513	0.28044	0.28594	0.28431	0.2851	0.28511	0.2835	0.28955	0.27695	0.4913
Cajanus_cajan	0.56796	0.50528	0.50418	0.50634	0.51279	0.50338	0.59406	0.60235	0.50261	0.50032	0.50032	0.50032	0.50032	0.5026	0.50284	0.50263	0.50448	0.50032	0.50031	0.54197	0.55849	0.55667	0.50102	0.50032	0.50662	0.55973	0.50108	0.5059	0.48877	0.48852	0.49776	0.50528	0.4798	0.56942	0.48968	0.47897	0.47509	0.47559	0.47348	0.48321	0.47463	0.56576	0.46998	0.45497	0.42862	0.42217	0.57308	0.5761	0.57307	0.93089	0.80241	0.80242	0.80239	0.7126	0.50052	0.22375	0.18854	0.18125	0.14996	0.15057	0.14632	0.14557	0.09279	0.10577	0.02108	0.01589	0.0	0.02982	0.03284	0.03045	0.03041	0.03187	0.0317	0.0592	0.02896	0.02974	0.03778	0.04135	0.04445	0.0451	0.04744	0.12966	0.04514	0.04679	0.03125	0.0327	0.03026	0.0303	0.03186	0.04587	0.03925	0.04185	0.04921	0.04298	0.0443	0.26372	0.22762	0.26969	0.28906	0.28799	0.29598	0.25216	0.28173	0.27748	0.26467	0.26921	0.25689	0.25689	0.18731	0.26524	0.2404	0.37498	0.37498	0.28591	0.26316	0.27259	0.32511	0.32512	0.27078	0.27398	0.27474	0.34466	0.35261	0.35941	0.24794	0.24708	0.24814	0.22722	0.23512	0.23194	0.23262	0.24799	0.2481	0.26413	0.28782	0.26251	0.28575	0.27413	0.27657	0.28284	0.28866	0.28413	0.29551	0.30143	0.30901	0.30474	0.30471	0.30472	0.30473	0.30803	0.30723	0.30508	0.30064	0.30224	0.30314	0.30223	0.27674	0.27349	0.27759	0.27594	0.30937	0.3159	0.30239	0.30623	0.31363	0.30868	0.31149	0.30488	0.3159	0.31648	0.31492	0.30782	0.30782	0.30936	0.30945	0.30614	0.31078	0.30606	0.33161	0.33077	0.25223	0.26613	0.26128	0.41551	0.2893	0.28776	0.28776	0.28407	0.30244	0.26012	0.26491	0.26482	0.26692	0.26997	0.27091	0.27261	0.26962	0.28077	0.30713	0.294	0.29749	0.30088	0.29717	0.29826	0.29664	0.29566	0.29644	0.29175	0.29724	0.29562	0.29641	0.29641	0.29481	0.30086	0.28826	0.50261
Eutrema_salsugineum	0.55775	0.49507	0.49397	0.49613	0.50258	0.49318	0.58386	0.59214	0.49241	0.49011	0.49011	0.49011	0.49011	0.49239	0.49263	0.49242	0.49427	0.49011	0.4901	0.53176	0.54828	0.54646	0.49081	0.49011	0.49641	0.54952	0.49087	0.49569	0.47857	0.47831	0.48755	0.49508	0.46959	0.55921	0.47948	0.46876	0.46488	0.46539	0.46327	0.473	0.46442	0.55555	0.45977	0.44476	0.41841	0.41196	0.56287	0.5659	0.56286	0.92068	0.7922	0.79221	0.79218	0.70239	0.49031	0.21354	0.17833	0.17104	0.13975	0.14036	0.13611	0.13536	0.08258	0.09556	0.01087	0.01851	0.02982	0.0	0.00625	0.00387	0.00382	0.02166	0.02149	0.04899	0.01875	0.01953	0.02757	0.03114	0.03424	0.03489	0.03723	0.11945	0.03493	0.03658	0.02104	0.02249	0.02005	0.0201	0.02166	0.03566	0.02904	0.03164	0.039	0.03277	0.03409	0.25352	0.21741	0.25948	0.27885	0.27778	0.28577	0.24195	0.27153	0.26727	0.25446	0.25901	0.24668	0.24668	0.1771	0.25503	0.23019	0.36477	0.36477	0.2757	0.25295	0.26238	0.31491	0.31491	0.26057	0.26377	0.26453	0.33445	0.3424	0.3492	0.23773	0.23687	0.23793	0.21702	0.22491	0.22173	0.22241	0.23778	0.23789	0.25393	0.27761	0.2523	0.27555	0.26393	0.26636	0.27263	0.27845	0.27392	0.2853	0.29122	0.2988	0.29453	0.2945	0.29451	0.29452	0.29782	0.29702	0.29487	0.29043	0.29203	0.29293	0.29202	0.26653	0.26328	0.26738	0.26573	0.29916	0.30569	0.29218	0.29602	0.30342	0.29847	0.30128	0.29467	0.30569	0.30628	0.30471	0.29761	0.29761	0.29915	0.29924	0.29593	0.30057	0.29585	0.32141	0.32056	0.24203	0.25592	0.25107	0.4053	0.27909	0.27755	0.27755	0.27387	0.29223	0.24991	0.2547	0.25461	0.25671	0.25976	0.26071	0.2624	0.25941	0.27056	0.29692	0.28379	0.28728	0.29067	0.28696	0.28805	0.28643	0.28545	0.28623	0.28154	0.28704	0.28541	0.2862	0.28621	0.2846	0.29065	0.27805	0.4924
Arabidopsis_lyrata	0.56077	0.49809	0.49699	0.49915	0.5056	0.49619	0.58687	0.59516	0.49542	0.49313	0.49313	0.49313	0.49313	0.49541	0.49565	0.49544	0.49729	0.49313	0.49312	0.53478	0.5513	0.54948	0.49383	0.49313	0.49943	0.55254	0.49389	0.49871	0.48158	0.48133	0.49057	0.49809	0.47261	0.56223	0.48249	0.47178	0.46789	0.4684	0.46629	0.47602	0.46744	0.55857	0.46279	0.44778	0.42143	0.41498	0.56589	0.56891	0.56588	0.9237	0.79522	0.79523	0.79519	0.70541	0.49332	0.21656	0.18135	0.17406	0.14277	0.14338	0.13913	0.13838	0.0856	0.09857	0.01389	0.02153	0.03284	0.00625	0.0	0.00404	0.00684	0.02468	0.02451	0.05201	0.02177	0.02255	0.03059	0.03416	0.03725	0.03791	0.04025	0.12247	0.03795	0.0396	0.02405	0.02551	0.02307	0.02311	0.02467	0.03868	0.03206	0.03466	0.04202	0.03579	0.03711	0.25653	0.22043	0.2625	0.28187	0.2808	0.28879	0.24497	0.27454	0.27028	0.25748	0.26202	0.2497	0.2497	0.18012	0.25804	0.23321	0.36779	0.36778	0.27872	0.25596	0.2654	0.31792	0.31793	0.26359	0.26679	0.26755	0.33747	0.34542	0.35222	0.24074	0.23989	0.24095	0.22003	0.22792	0.22475	0.22543	0.2408	0.24091	0.25694	0.28063	0.25532	0.27856	0.26694	0.26938	0.27564	0.28147	0.27694	0.28832	0.29424	0.30182	0.29755	0.29752	0.29753	0.29754	0.30084	0.30004	0.29788	0.29345	0.29505	0.29595	0.29504	0.26955	0.2663	0.2704	0.26875	0.30218	0.30871	0.2952	0.29904	0.30644	0.30149	0.3043	0.29769	0.30871	0.30929	0.30773	0.30063	0.30063	0.30217	0.30226	0.29895	0.30358	0.29886	0.32442	0.32358	0.24504	0.25894	0.25409	0.40832	0.28211	0.28057	0.28057	0.27688	0.29525	0.25293	0.25772	0.25762	0.25973	0.26278	0.26372	0.26542	0.26243	0.27357	0.29994	0.28681	0.2903	0.29369	0.28998	0.29107	0.28945	0.28847	0.28925	0.28456	0.29005	0.28843	0.28922	0.28922	0.28762	0.29367	0.28107	0.49542
Brassica_napus	0.55839	0.49571	0.49461	0.49677	0.50322	0.49381	0.58449	0.59278	0.49304	0.49075	0.49074	0.49074	0.49074	0.49303	0.49327	0.49306	0.4949	0.49075	0.49074	0.5324	0.54891	0.5471	0.49145	0.49075	0.49705	0.55016	0.49151	0.49633	0.4792	0.47895	0.48819	0.49571	0.47023	0.55985	0.48011	0.4694	0.46551	0.46602	0.46391	0.47364	0.46506	0.55619	0.46041	0.4454	0.41904	0.4126	0.56351	0.56653	0.5635	0.92132	0.79284	0.79285	0.79281	0.70303	0.49094	0.21418	0.17897	0.17167	0.14039	0.141	0.13675	0.136	0.08322	0.09619	0.01151	0.01915	0.03045	0.00387	0.00404	0.0	0.00446	0.0223	0.02212	0.04963	0.01939	0.02017	0.02821	0.03178	0.03487	0.03553	0.03787	0.12009	0.03557	0.03722	0.02167	0.02312	0.02069	0.02073	0.02229	0.0363	0.02968	0.03228	0.03964	0.03341	0.03473	0.25415	0.21804	0.26012	0.27949	0.27842	0.28641	0.24259	0.27216	0.2679	0.2551	0.25964	0.24732	0.24731	0.17774	0.25566	0.23083	0.36541	0.3654	0.27634	0.25358	0.26302	0.31554	0.31555	0.26121	0.26441	0.26516	0.33509	0.34303	0.34984	0.23836	0.23751	0.23857	0.21765	0.22554	0.22237	0.22305	0.23842	0.23853	0.25456	0.27825	0.25294	0.27618	0.26456	0.26699	0.27326	0.27909	0.27456	0.28594	0.29186	0.29944	0.29516	0.29514	0.29515	0.29516	0.29846	0.29766	0.2955	0.29107	0.29266	0.29356	0.29265	0.26716	0.26392	0.26802	0.26637	0.2998	0.30633	0.29282	0.29666	0.30406	0.29911	0.30192	0.29531	0.30632	0.30691	0.30535	0.29825	0.29825	0.29979	0.29988	0.29656	0.3012	0.29648	0.32204	0.3212	0.24266	0.25656	0.25171	0.40594	0.27973	0.27819	0.27819	0.2745	0.29287	0.25054	0.25534	0.25524	0.25735	0.26039	0.26134	0.26304	0.26004	0.27119	0.29756	0.28443	0.28792	0.29131	0.2876	0.28869	0.28707	0.28609	0.28687	0.28218	0.28767	0.28605	0.28684	0.28684	0.28524	0.29129	0.27868	0.49304
Arabidopsis_thaliana	0.55834	0.49566	0.49456	0.49672	0.50317	0.49376	0.58444	0.59273	0.49299	0.4907	0.4907	0.4907	0.4907	0.49298	0.49322	0.49301	0.49486	0.4907	0.49069	0.53235	0.54887	0.54705	0.4914	0.4907	0.497	0.55011	0.49146	0.49628	0.47915	0.4789	0.48814	0.49566	0.47018	0.5598	0.48006	0.46935	0.46546	0.46597	0.46386	0.47359	0.46501	0.55614	0.46036	0.44535	0.419	0.41255	0.56346	0.56648	0.56345	0.92127	0.79279	0.7928	0.79276	0.70298	0.49089	0.21413	0.17892	0.17163	0.14034	0.14095	0.1367	0.13595	0.08317	0.09615	0.01146	0.0191	0.03041	0.00382	0.00684	0.00446	0.0	0.02225	0.02208	0.04958	0.01934	0.02012	0.02816	0.03173	0.03482	0.03548	0.03782	0.12004	0.03552	0.03717	0.02162	0.02308	0.02064	0.02068	0.02224	0.03625	0.02963	0.03223	0.03959	0.03336	0.03468	0.2541	0.218	0.26007	0.27944	0.27837	0.28636	0.24254	0.27211	0.26786	0.25505	0.25959	0.24727	0.24727	0.17769	0.25561	0.23078	0.36536	0.36535	0.27629	0.25353	0.26297	0.31549	0.3155	0.26116	0.26436	0.26512	0.33504	0.34299	0.34979	0.23831	0.23746	0.23852	0.2176	0.22549	0.22232	0.223	0.23837	0.23848	0.25451	0.2782	0.25289	0.27613	0.26451	0.26695	0.27321	0.27904	0.27451	0.28589	0.29181	0.29939	0.29512	0.29509	0.2951	0.29511	0.29841	0.29761	0.29545	0.29102	0.29261	0.29351	0.29261	0.26712	0.26387	0.26797	0.26632	0.29975	0.30628	0.29277	0.29661	0.30401	0.29906	0.30187	0.29526	0.30628	0.30686	0.3053	0.2982	0.2982	0.29974	0.29983	0.29652	0.30115	0.29643	0.32199	0.32115	0.24261	0.25651	0.25166	0.40589	0.27968	0.27814	0.27814	0.27445	0.29282	0.25049	0.25529	0.25519	0.2573	0.26035	0.26129	0.26299	0.26	0.27114	0.29751	0.28438	0.28787	0.29126	0.28755	0.28864	0.28702	0.28604	0.28682	0.28213	0.28762	0.286	0.28679	0.28679	0.28519	0.29124	0.27863	0.49299
Rosa_chinensis	0.55981	0.49712	0.49602	0.49818	0.50463	0.49523	0.58591	0.59419	0.49446	0.49216	0.49216	0.49216	0.49216	0.49444	0.49469	0.49447	0.49632	0.49216	0.49215	0.53381	0.55033	0.54851	0.49286	0.49216	0.49846	0.55158	0.49292	0.49775	0.48062	0.48036	0.4896	0.49713	0.47164	0.56127	0.48153	0.47081	0.46693	0.46744	0.46532	0.47505	0.46647	0.55761	0.46183	0.44681	0.42046	0.41401	0.56493	0.56795	0.56491	0.92273	0.79426	0.79426	0.79423	0.70444	0.49236	0.21559	0.18038	0.17309	0.1418	0.14242	0.13816	0.13741	0.08464	0.09761	0.01292	0.02056	0.03187	0.02166	0.02468	0.0223	0.02225	0.0	0.00808	0.04566	0.0208	0.02158	0.02962	0.03319	0.03629	0.03694	0.03928	0.1215	0.03698	0.03863	0.02309	0.02454	0.0221	0.02215	0.02371	0.03771	0.03109	0.0337	0.04105	0.03482	0.03614	0.25557	0.21946	0.26153	0.2809	0.27983	0.28782	0.244	0.27358	0.26932	0.25652	0.26106	0.24873	0.24873	0.17915	0.25708	0.23225	0.36682	0.36682	0.27775	0.255	0.26444	0.31696	0.31696	0.26262	0.26582	0.26658	0.3365	0.34445	0.35125	0.23978	0.23892	0.23998	0.21907	0.22696	0.22378	0.22446	0.23984	0.23994	0.25598	0.27966	0.25435	0.2776	0.26598	0.26841	0.27468	0.2805	0.27597	0.28735	0.29327	0.30086	0.29658	0.29656	0.29656	0.29657	0.29988	0.29907	0.29692	0.29248	0.29408	0.29498	0.29407	0.26858	0.26533	0.26943	0.26778	0.30122	0.30774	0.29423	0.29807	0.30547	0.30053	0.30334	0.29672	0.30774	0.30833	0.30676	0.29966	0.29966	0.3012	0.3013	0.29798	0.30262	0.2979	0.32346	0.32261	0.24408	0.25798	0.25312	0.40735	0.28115	0.2796	0.2796	0.27592	0.29429	0.25196	0.25675	0.25666	0.25876	0.26181	0.26276	0.26445	0.26146	0.27261	0.29897	0.28584	0.28934	0.29273	0.28901	0.2901	0.28848	0.2875	0.28828	0.28359	0.28909	0.28746	0.28825	0.28826	0.28665	0.2927	0.2801	0.49445
Prunus_persica	0.55963	0.49695	0.49585	0.49801	0.50446	0.49506	0.58574	0.59402	0.49429	0.49199	0.49199	0.49199	0.49199	0.49427	0.49451	0.4943	0.49615	0.49199	0.49198	0.53364	0.55016	0.54834	0.49269	0.49199	0.49829	0.5514	0.49275	0.49757	0.48045	0.48019	0.48943	0.49696	0.47147	0.56109	0.48136	0.47064	0.46676	0.46727	0.46515	0.47488	0.4663	0.55743	0.46165	0.44664	0.42029	0.41384	0.56475	0.56778	0.56474	0.92256	0.79408	0.79409	0.79406	0.70427	0.49219	0.21542	0.18021	0.17292	0.14163	0.14224	0.13799	0.13724	0.08446	0.09744	0.01275	0.02039	0.0317	0.02149	0.02451	0.02212	0.02208	0.00808	0.0	0.04549	0.02063	0.02141	0.02945	0.03302	0.03612	0.03677	0.03911	0.12133	0.03681	0.03846	0.02292	0.02437	0.02193	0.02198	0.02354	0.03754	0.03092	0.03352	0.04088	0.03465	0.03597	0.2554	0.21929	0.26136	0.28073	0.27966	0.28765	0.24383	0.27341	0.26915	0.25634	0.26089	0.24856	0.24856	0.17898	0.25691	0.23207	0.36665	0.36665	0.27758	0.25483	0.26426	0.31679	0.31679	0.26245	0.26565	0.26641	0.33633	0.34428	0.35108	0.23961	0.23875	0.23981	0.2189	0.22679	0.22361	0.22429	0.23966	0.23977	0.25581	0.27949	0.25418	0.27743	0.26581	0.26824	0.27451	0.28033	0.2758	0.28718	0.2931	0.30068	0.29641	0.29638	0.29639	0.2964	0.2997	0.2989	0.29675	0.29231	0.29391	0.29481	0.2939	0.26841	0.26516	0.26926	0.26761	0.30104	0.30757	0.29406	0.2979	0.3053	0.30035	0.30316	0.29655	0.30757	0.30816	0.30659	0.29949	0.29949	0.30103	0.30112	0.29781	0.30245	0.29773	0.32329	0.32244	0.24391	0.2578	0.25295	0.40718	0.28097	0.27943	0.27943	0.27575	0.29411	0.25179	0.25658	0.25649	0.25859	0.26164	0.26259	0.26428	0.26129	0.27244	0.2988	0.28567	0.28916	0.29255	0.28884	0.28993	0.28831	0.28733	0.28811	0.28342	0.28892	0.28729	0.28808	0.28809	0.28648	0.29253	0.27993	0.49428
Populus_trichocarpa	0.58714	0.52446	0.52336	0.52552	0.53197	0.52256	0.61324	0.62153	0.52179	0.5195	0.51949	0.51949	0.51949	0.52178	0.52202	0.52181	0.52365	0.5195	0.51949	0.56115	0.57766	0.57584	0.52019	0.5195	0.5258	0.57891	0.52025	0.52508	0.50795	0.5077	0.51694	0.52446	0.49897	0.5886	0.50886	0.49814	0.49426	0.49477	0.49266	0.50239	0.49381	0.58494	0.48916	0.47414	0.44779	0.44135	0.59226	0.59528	0.59225	0.95007	0.82159	0.8216	0.82156	0.73178	0.51969	0.24292	0.20772	0.20042	0.16913	0.16975	0.1655	0.16475	0.11197	0.12494	0.04026	0.04789	0.0592	0.04899	0.05201	0.04963	0.04958	0.04566	0.04549	0.0	0.04814	0.04891	0.05696	0.06052	0.06362	0.06428	0.06662	0.14884	0.06432	0.06596	0.05042	0.05187	0.04944	0.04948	0.05104	0.06505	0.05843	0.06103	0.06839	0.06216	0.06348	0.2829	0.24679	0.28886	0.30824	0.30717	0.31516	0.27134	0.30091	0.29665	0.28385	0.28839	0.27607	0.27606	0.20648	0.28441	0.25958	0.39416	0.39415	0.30509	0.28233	0.29177	0.34429	0.3443	0.28995	0.29315	0.29391	0.36384	0.37178	0.37859	0.26711	0.26626	0.26731	0.2464	0.25429	0.25112	0.2518	0.26717	0.26728	0.28331	0.307	0.28169	0.30493	0.29331	0.29574	0.30201	0.30784	0.30331	0.31468	0.32061	0.32819	0.32391	0.32389	0.3239	0.3239	0.32721	0.3264	0.32425	0.31982	0.32141	0.32231	0.3214	0.29591	0.29267	0.29676	0.29512	0.32855	0.33508	0.32156	0.3254	0.33281	0.32786	0.33067	0.32406	0.33507	0.33566	0.3341	0.327	0.327	0.32854	0.32863	0.32531	0.32995	0.32523	0.35079	0.34995	0.27141	0.28531	0.28046	0.43469	0.30848	0.30693	0.30694	0.30325	0.32162	0.27929	0.28409	0.28399	0.2861	0.28914	0.29009	0.29178	0.28879	0.29994	0.32631	0.31318	0.31667	0.32006	0.31634	0.31744	0.31582	0.31483	0.31562	0.31093	0.31642	0.3148	0.31559	0.31559	0.31399	0.32004	0.30743	0.52179
